,country,region,happiness_rank,happiness_score,social_support,healthy_life_expectancy,freedom_to_make_life_choices,perceptions_of_corruption,generosity,logged_gdp_per_capita,year
211,Montenegro,Central and Eastern Europe,75.0,5.161,0.74173,49.0983024,0.15111,0.12721,0.17191,6.984142081200579,2016
213,Morocco,Middle East and Northern Africa,77.0,5.151,0.38595,45.9591888,0.25646,0.08404,0.04053,6.735281077442516,2016
273,Mozambique,Sub-Saharan Africa,96.0,4.721825024591857,0.766979380874447,26.264924194677235,0.6274629857512318,0.33481068595394514,0.1757034131511809,6.154076372573084,2016
241,Myanmar,Southeastern Asia,107.0,4.395,0.69981,30.819264,0.42692,0.20243,0.81971,5.835161552712581,2016
235,Namibia,Sub-Saharan Africa,101.0,4.574,0.70362,26.850936,0.48614,0.10398,0.07795,6.839337242246028,2016
229,Nepal,Southern Asia,94.0,4.793,0.69699,38.6964144,0.37012,0.07008,0.3816,6.103140080998571,2016
143,Netherlands,Western Europe,7.0,7.339,1.02912,62.7753168,0.55211,0.29927,0.47416,7.290074577582989,2016
144,New Zealand,Australia and New Zealand,8.0,7.334,1.17278,64.2165888,0.58147,0.41904,0.49401,7.216459822653176,2016
179,Nicaragua,Latin America and Caribbean,43.0,5.992,0.89521,50.3966064,0.46582,0.16292,0.29773,6.543681603233723,2016
261,Niger,Sub-Saharan Africa,127.0,3.856,0.6053,20.217993600000003,0.38041,0.17176,0.2097,4.895598484107897,2016
225,Nigeria,Sub-Saharan Africa,89.0,4.875,0.64498,3.9474624,0.27854,0.0305,0.23219,6.624277688628228,2016
218,North Macedonia,Central and Eastern Europe,82.0,5.121,0.78236,50.0295264,0.27668,0.07047,0.23507,6.927851980681259,2016
140,Norway,Western Europe,4.0,7.498,1.1269,61.4986512,0.59609,0.35776,0.37895,7.364192296505901,2016
215,Pakistan,Southern Asia,79.0,5.132,0.26135,31.1484768,0.14622,0.1388,0.31185,6.535473464664205,2016
160,Panama,Latin America and Caribbean,24.0,6.701,0.98912,54.741288,0.48927,0.08423,0.2418,7.076704489835658,2016
196,Paraguay,Latin America and Caribbean,60.0,5.538,1.11111,45.050376,0.46235,0.07396,0.25296,6.79652199678385,2016
192,Peru,Latin America and Caribbean,56.0,5.743,0.81255,48.681763200000006,0.37502,0.05292,0.14527,6.904770829941177,2016
206,Philippines,Southeastern Asia,70.0,5.279,0.87877,36.3494208,0.54854,0.11757,0.21674,6.700940189780036,2016
187,Poland,Central and Eastern Europe,51.0,5.835,1.04685,53.3680224,0.4519,0.055,0.14443,7.128375649751908,2016
217,Portugal,Western Europe,81.0,5.123,0.94367,61.3317264,0.44727,0.01521,0.11691,7.15232367050514,2016
197,Romania,Central and Eastern Europe,61.0,5.528,0.72803,52.2428256,0.36712,0.00679,0.12889,7.065357139485627,2016
186,Russia,Central and Eastern Europe,50.0,5.856,1.05261,45.588244800000005,0.32682,0.03586,0.02736,7.117432565785947,2016
169,Saudi Arabia,Middle East and Northern Africa,33.0,6.379,0.84829,45.8015376,0.37904,0.30008,0.15457,7.306887040389573,2016
250,Senegal,Sub-Saharan Africa,116.0,4.219,0.77416,31.2651696,0.31056,0.11681,0.19103,6.096139828046113,2016
209,Serbia,Central and Eastern Europe,73.0,5.177,0.81329,49.907424000000006,0.15718,0.04339,0.20737,6.942514129738592,2016
233,Sierra Leone,Sub-Saharan Africa,99.0,4.635,0.628,0.0,0.30685,0.08196,0.23897,5.902223413330039,2016
157,Singapore,Southeastern Asia,21.0,6.739,0.86758,73.1988432,0.4877,0.46987,0.32706,7.406437468801435,2016
176,Slovakia,Central and Eastern Europe,40.0,6.078,1.08268,54.3796176,0.23391,0.02947,0.13837,7.155185506847295,2016
191,Slovenia,Central and Eastern Europe,55.0,5.768,1.05613,61.1678928,0.53164,0.03635,0.25738,7.170481016571885,2016
238,South Africa,Sub-Saharan Africa,104.0,4.459,0.96053,14.3825808,0.42483,0.08415,0.13656,6.932603976951527,2016
188,South Korea,Eastern Asia,51.0,5.835,0.72194,68.504856,0.25168,0.07716,0.18824,7.215592857637483,2016
171,Spain,Western Europe,35.0,6.361,1.12945,67.9260288,0.37545,0.06137,0.17665,7.203055757542006,2016
239,Sri Lanka,Southern Asia,105.0,4.415,0.84783,47.9190096,0.50817,0.07964,0.46978,6.881596091496339,2016
230,State of Palestine,Middle East and Northern Africa,95.0,4.754,0.71629,43.9290432,0.17744,0.10613,0.11154,6.509126748132961,2016
146,Sweden,Western Europe,10.0,7.291,1.08764,64.2359088,0.58218,0.40867,0.38254,7.281254891083251,2016
138,Switzerland,Western Europe,2.0,7.509,1.14524,66.6949584,0.58557,0.41203,0.28083,7.331930914994995,2016
170,Taiwan Province of China,Eastern Asia,33.0,6.379,0.92624,61.487832,0.32377,0.0663,0.25495,7.243005340480075,2016
222,Tajikistan,Central and Eastern Europe,86.0,4.996,0.75602,41.05036320000001,0.43408,0.13509,0.25998,6.193077979871829,2016
266,Tanzania,Sub-Saharan Africa,132.0,3.666,0.77623,27.58896,0.3176,0.05099,0.31472,6.158143561441065,2016
168,Thailand,Southeastern Asia,32.0,6.474,1.04477,50.166312,0.49553,0.02833,0.58696,6.994208166712336,2016
271,Togo,Sub-Saharan Africa,137.0,3.303,0.0,19.1739408,0.34678,0.11587,0.17517,5.642722341351737,2016
220,Tunisia,Middle East and Northern Africa,84.0,5.045,0.43165,46.0411056,0.23553,0.0817,0.03936,6.885755038702469,2016
203,Turkiye,Middle East and Northern Africa,67.0,5.389,0.87717,50.0140704,0.23889,0.12348,0.04707,7.061265753921972,2016
264,Uganda,Sub-Saharan Africa,129.0,3.739,0.90981,15.166200000000002,0.43653,0.06442,0.27102,5.852748307794748,2016
245,Ukraine,Central and Eastern Europe,111.0,4.324,1.01413,45.307718400000006,0.12859,0.01829,0.20363,6.772931623173669,2016
163,United Arab Emirates,Middle East and Northern Africa,27.0,6.573,0.87114,56.4089904,0.56215,0.35561,0.26591,7.361705742905625,2016
158,United Kingdom,Western Europe,22.0,6.725,1.08672,62.5898448,0.50036,0.27399,0.50156,7.246959494633582,2016
149,United States,North America,13.0,7.104,1.04782,60.20112,0.48163,0.14868,0.41077,7.319175950795575,2016
164,Uruguay,Latin America and Caribbean,28.0,6.545,1.03143,55.7830224,0.54388,0.21394,0.18056,7.075445315231374,2016
180,Uzbekistan,Central and Eastern Europe,44.0,5.987,1.1681,38.7659664,0.60848,0.28333,0.34326,6.6024657680432055,2016
175,Venezuela,Latin America and Caribbean,39.0,6.084,1.03302,47.8394112,0.19847,0.08304,0.0425,7.034097138741169,2016
219,Vietnam,Southeastern Asia,83.0,5.061,0.79117,51.1261296,0.55954,0.11556,0.25075,6.608499825910891,2016
228,Zambia,Sub-Saharan Africa,93.0,4.795,0.6376,18.2172144,0.42662,0.11479,0.17866,6.418397561831387,2016
253,Zimbabwe,Sub-Saharan Africa,119.0,4.193,0.71478,12.32616,0.25429,0.08582,0.18503,5.861953632946266,2016
400,Afghanistan,South Asia,130.0,3.79399991035461,0.581543326377869,13.968111069202418,0.106179520487785,0.0611578300595284,0.311870932579041,5.997638493205121,2017
371,Albania,Central and Eastern Europe,100.0,4.64400005340576,0.803685247898102,56.504025220870965,0.381498634815216,0.0398642159998417,0.201312944293022,6.904944084590278,2017
322,Algeria,Middle East and North Africa,49.0,5.87200021743774,1.1462174654007,47.72694142341611,0.233335807919502,0.146096110343933,0.0694366469979286,6.996557479268337,2017
297,Argentina,Latin America and Caribbean,24.0,6.59899997711182,1.44045114517212,53.720193815231326,0.494519203901291,0.059739887714386,0.109457060694695,7.078590673833257,2017
383,Armenia,Commonwealth of Independent States,112.0,4.37599992752075,1.00748372077942,49.267887639999394,0.198303267359734,0.0266744215041399,0.0834880918264389,6.8041673445531305,2017
283,Australia,North America and ANZ,9.0,7.28399991989136,1.51004195213318,65.21557133674625,0.601607382297516,0.301183730363846,0.477699249982834,7.303449429790816,2017
286,Austria,Western Europe,13.0,7.00600004196167,1.4599449634552,63.00858023643497,0.567766189575195,0.221060365438461,0.316472321748734,7.305253578402111,2017
311,Bahrain,Middle East and North Africa,38.0,6.08699989318848,1.32311046123505,50.47412092208864,0.536746919155121,0.257042169570923,0.172668486833572,7.306136865422881,2017
372,Bangladesh,South Asia,101.0,4.60799980163574,0.735131740570068,41.20886707305908,0.478356659412384,0.123717859387398,0.172255352139473,6.376187644834552,2017
290,Belgium,Western Europe,17.0,6.89099979400635,1.46231269836426,63.22213966369629,0.539770722389221,0.251343131065369,0.231503337621689,7.289460858897392,2017
402,Benin,Sub-Saharan Africa,132.0,3.65700006484985,0.435299843549728,16.22340672969816,0.425962775945663,0.0609290152788162,0.207948461174965,6.068623271791201,2017
327,Bolivia,Latin America and Caribbean,54.0,5.82299995422363,1.22761905193329,36.60214568138125,0.558732926845551,0.0604777261614799,0.22556072473526,6.727140144678025,2017
354,Bosnia and Herzegovina,Central and Eastern Europe,81.0,5.18200016021729,1.0693359375,54.49679783821104,0.204403176903725,0.0,0.328867495059967,6.891025531532799,2017
401,Botswana,Sub-Saharan Africa,131.0,3.76600003242493,1.22155499458313,26.410865764617927,0.505196332931519,0.0985831990838051,0.0993484482169151,7.023842793038616,2017
295,Brazil,Latin America and Caribbean,22.0,6.63500022888184,1.43130600452423,47.6471658325195,0.437453746795654,0.111092761158943,0.16234989464283,7.010630598500926,2017
367,Bulgaria,Central and Eastern Europe,96.0,4.71400022506714,1.43437945842743,54.73106234550475,0.289231717586517,0.0110515309497714,0.113177694380283,7.0582929440039495,2017
395,Burkina Faso,Sub-Saharan Africa,125.0,4.03200006484985,1.04328000545502,16.680444309711493,0.324367851018906,0.120328105986118,0.250864684581757,5.861434769766379,2017
391,Cambodia,Southeast Asia,120.0,4.16800022125244,1.00623834133148,33.21366145133975,0.633375823497772,0.0681059509515762,0.385922968387604,6.40152756226833,2017
369,Cameroon,Sub-Saharan Africa,98.0,4.69500017166138,0.946018218994141,10.269902794361135,0.430388748645782,0.0513066314160824,0.236298456788063,6.337366054323635,2017
280,Canada,North America and ANZ,7.0,7.31599998474121,1.48134899139404,64.49461538314821,0.611100912094116,0.287371516227722,0.435539722442627,7.299935476325339,2017
398,Chad,Sub-Saharan Africa,128.0,3.93600010871887,0.953855872154236,3.1788907814025857,0.16234202682972,0.0535818822681904,0.216113850474358,6.0845289966358855,2017
293,Chile,Latin America and Caribbean,20.0,6.65199995040894,1.28402495384216,63.329391517639145,0.376895278692245,0.0822879821062088,0.326662421226501,7.133921943915768,2017
344,China,East Asia,71.0,5.27299976348877,1.16083741188049,57.29658988952636,0.472787708044052,0.0227942746132612,0.0288068410009146,6.986719673692419,2017
308,Colombia,Latin America and Caribbean,35.0,6.35699987411499,1.4021829366684,45.983757934570285,0.477487415075302,0.0466687418520451,0.149014472961426,6.97692897073409,2017
408,Comoros,Sub-Saharan Africa,122.0,4.107266661333333,0.5528259632222222,40.38609321166666,0.35284740419696964,0.4453321003333333,0.14001973466666667,7.148790046881456,2017
386,Congo (Brazzaville),Sub-Saharan Africa,115.0,4.29099988937378,0.832044363021851,22.407910494804373,0.435025870800018,0.0796181336045265,0.120852127671242,6.696990113941895,2017
388,Congo (Kinshasa),Sub-Saharan Africa,117.0,4.28000020980835,1.22902345657349,14.79193488121032,0.235961347818375,0.0602413564920425,0.246455833315849,4.533699412799086,2017
285,Costa Rica,Latin America and Caribbean,12.0,7.0789999961853,1.41640365123749,58.69487603187561,0.580131649971008,0.100106589496136,0.214613229036331,7.012751382604056,2017
342,Croatia,Central and Eastern Europe,69.0,5.29300022125244,0.96798300743103,54.19557692527768,0.255772292613983,0.0431031100451946,0.248002976179123,7.109516842926727,2017
332,Cyprus,Western Europe,59.0,5.62099981307983,1.13136327266693,65.27955210685732,0.355111539363861,0.0412379764020443,0.271254301071167,7.212986026496676,2017
296,Czechia,Central and Eastern Europe,23.0,6.60900020599365,1.43388521671295,58.30343255996708,0.490946173667908,0.0368729270994663,0.0881067588925362,7.210583826293611,2017
275,Denmark,Western Europe,2.0,7.52199983596802,1.55112159252167,61.24946373939511,0.626006722450256,0.40077006816864,0.355280488729477,7.302080577687481,2017
350,Dominican Republic,Latin America and Caribbean,77.0,5.23000001907349,1.40241670608521,44.42624304771425,0.55258983373642,0.113945253193378,0.186967849731445,6.985062405147386,2017
314,Ecuador,Latin America and Caribbean,41.0,6.00799989700317,1.28616881370544,52.98596726417539,0.4551981985569,0.140134647488594,0.150112465023994,6.909574022395887,2017
366,Egypt,Middle East and North Africa,95.0,4.7350001335144,0.997471392154694,40.20007135391236,0.282110154628754,0.114381365478039,0.128631442785263,6.89841358844379,2017
315,El Salvador,Latin America and Caribbean,42.0,6.00299978256226,1.18212509155273,46.06031375885007,0.432452529668808,0.0899809598922729,0.0782579854130745,6.814306311460746,2017
333,Estonia,Central and Eastern Europe,60.0,5.61100006103516,1.47667109966278,53.72260748863218,0.479131430387497,0.183248922228813,0.0988908112049103,7.186809745574357,2017
381,Ethiopia,Sub-Saharan Africa,110.0,4.46000003814697,0.86466920375824,27.311502199172967,0.408842742443085,0.165455713868141,0.312650740146637,5.829633161998374,2017
278,Finland,Western Europe,5.0,7.4689998626709,1.5402467250824,62.53170470237732,0.617950856685638,0.38261154294014,0.24548277258873,7.275568311095397,2017
304,France,Western Europe,31.0,6.44199991226196,1.38777685165405,65.26032102584836,0.470222115516663,0.172502428293228,0.129762306809425,7.266773897708139,2017
380,Gabon,Sub-Saharan Africa,109.0,4.46500015258789,1.1556202173233,27.556393318176287,0.312328577041626,0.0760467872023582,0.0437853783369064,7.089418485286291,2017
409,Gambia,Sub-Saharan Africa,92.0,4.81114996525,0.556479675,45.708004075,0.5899498854090909,0.579929454,0.44446634591666667,7.59294153494693,2017
387,Georgia,Commonwealth of Independent States,116.0,4.28599977493286,0.57061493396759,50.19699068069457,0.309410035610199,0.251666635274887,0.0540088154375553,6.858158086686944,2017
289,Germany,Western Europe,16.0,6.95100021362305,1.47252035140991,61.74291254997254,0.562511384487152,0.276731938123703,0.336269170045853,7.305808576499698,2017
392,Ghana,Sub-Saharan Africa,121.0,4.11999988555908,0.873664736747742,22.846883525848355,0.423026293516159,0.0253363698720932,0.256923943758011,6.504624680427656,2017
351,Greece,Western Europe,78.0,5.22700023651123,1.23941457271576,62.61217123031614,0.0957312509417534,0.04328977689147,0.0,7.162775318311344,2017
302,Guatemala,Latin America and Caribbean,28.0,6.4539999961853,1.25558519363403,41.749746408462535,0.531310617923737,0.0772232785820961,0.283488392829895,6.771937784900627,2017
405,Guinea,Sub-Saharan Africa,135.0,3.50699996948242,0.791244685649872,15.00229987621309,0.348587512969971,0.110937617719173,0.264815092086792,5.503500307800517,2017
355,Honduras,Latin America and Caribbean,82.0,5.18100023269653,1.14394497871399,45.02096940994264,0.348079860210419,0.0733454525470734,0.236188873648643,6.595197171354194,2017
336,Hong Kong S.A.R. of China,East Asia,63.0,5.47200012207031,1.26279091835022,72.87986417770387,0.490968644618988,0.293933749198914,0.374465793371201,7.347734427649691,2017
340,Hungary,Central and Eastern Europe,67.0,5.32399988174438,1.34313309192657,53.15035961151121,0.175863519310951,0.0366369374096394,0.0784016624093056,7.160078480498277,2017
276,Iceland,Western Europe,3.0,7.50400018692017,1.6105740070343,64.41690799713136,0.627162635326385,0.153526559472084,0.475540220737457,7.300900150631279,2017
384,India,South Asia,113.0,4.31500005722046,0.754372596740723,35.195446228981055,0.469987004995346,0.0922268852591515,0.231538489460945,6.676102184171209,2017
346,Indonesia,Southeast Asia,73.0,5.26200008392334,1.27444469928741,38.04847728252409,0.443323463201523,0.0153171354904771,0.611704587936401,6.904287866789108,2017
370,Iran,Middle East and North Africa,99.0,4.69199991226196,0.711551249027252,49.40766880989075,0.249322608113289,0.048761073499918,0.387242913246155,7.054340072643765,2017
379,Iraq,Middle East and North Africa,108.0,4.49700021743774,0.978613197803497,38.73122672080997,0.288555532693863,0.107215754687786,0.19963726401329,7.006432951013108,2017
288,Ireland,Western Europe,15.0,6.97700023651123,1.55823111534119,62.58000120162965,0.573110342025757,0.29838815331459,0.42785832285881,7.337396859537318,2017
284,Israel,Middle East and North Africa,11.0,7.21299982070923,1.37628996372223,64.79186110496518,0.405988603830338,0.0852421000599861,0.330082654953003,7.227213903862771,2017
318,Italy,Western Europe,45.0,5.96400022506714,1.44492328166962,65.9309951877594,0.256450712680817,0.0280280914157629,0.17278964817524,7.24141400347264,2017
390,Ivory Coast,Sub-Saharan Africa,119.0,4.17999982833862,0.904780030250549,3.759066873192789,0.447706192731857,0.130061775445938,0.201237469911575,6.403655189077806,2017
341,Jamaica,Latin America and Caribbean,68.0,5.31099987030029,1.36821806430817,49.538209848403966,0.474307239055634,0.0552677810192108,0.233818337321281,6.831499643209715,2017
320,Japan,East Asia,47.0,5.92000007629395,1.43633782863617,70.59341531753543,0.505625545978546,0.163760736584663,0.12057276815176,7.256942887460143,2017
339,Jordan,Middle East and North Africa,66.0,5.33599996566772,1.23908889293671,46.722719707489,0.418421149253845,0.11980327218771,0.172170460224152,6.899735601590138,2017
328,Kazakhstan,Commonwealth of Independent States,55.0,5.81899976730347,1.38436901569366,46.834891033172646,0.437454283237457,0.119282886385918,0.201964423060417,7.158946798323363,2017
374,Kenya,Sub-Saharan Africa,103.0,4.55299997329712,1.06795072555542,23.95589966297148,0.452763766050339,0.0646413192152977,0.444860309362411,6.330575196745098,2017
343,Kosovo,Central and Eastern Europe,70.0,5.27899980545044,1.13785350322723,41.843414440154994,0.260287940502167,0.0574716180562973,0.319931447505951,6.8590737101762,2017
360,Kyrgyzstan,Commonwealth of Independent States,87.0,5.00400018692017,1.39423859119415,42.77121851921083,0.454943388700485,0.0394391790032387,0.42858037352562,6.392285682119649,2017
410,Laos,Southeast Asia,90.0,4.895949984125,0.721591527125,42.246230348750004,0.715384537034091,0.351299914625,0.24580185166666665,7.618516737298213,2017
323,Latvia,Central and Eastern Europe,50.0,5.84999990463257,1.40471494197845,49.34845550537107,0.325707912445068,0.0738427266478539,0.153074786067009,7.140253835306277,2017
352,Lebanon,Middle East and North Africa,79.0,5.22499990463257,1.12962424755096,56.80706560134886,0.288515985012054,0.037513829767704,0.264450758695602,6.980994152093532,2017
404,Liberia,Sub-Saharan Africa,134.0,3.53299999237061,0.872117936611176,17.76807824850083,0.332881182432175,0.0389482490718365,0.26654988527298,4.787839957551429,2017
321,Lithuania,Central and Eastern Europe,48.0,5.90199995040894,1.47351610660553,48.60525137901303,0.234231784939766,0.0118656428530812,0.010164656676352,7.18203469667386,2017
291,Luxembourg,Western Europe,18.0,6.86299991607666,1.45758366584778,65.30851618766782,0.59662789106369,0.31883442401886,0.283180981874466,7.463330685727131,2017
403,Madagascar,Sub-Saharan Africa,133.0,3.64400005340576,0.913020372390747,28.99725730419159,0.189196765422821,0.0672319754958153,0.208732530474663,5.726224404067381,2017
397,Malawi,Sub-Saharan Africa,127.0,3.97000002861023,0.512568831443787,24.35012300491336,0.466914653778076,0.0727116540074348,0.287170469760895,5.45720838589586,2017
312,Malaysia,Southeast Asia,39.0,6.08400011062622,1.28464603424072,47.81966056823729,0.402264982461929,0.0656007081270218,0.416608929634094,7.164113404011613,2017
389,Mali,Sub-Saharan Africa,118.0,4.19000005722046,1.28147339820862,13.088579306602444,0.306613743305206,0.104970246553421,0.183354198932648,6.167894813092484,2017
300,Malta,Western Europe,27.0,6.52699995040894,1.48841166496277,63.519850616455074,0.588767051696777,0.153066068887711,0.574730575084686,7.203613712625513,2017
385,Mauritania,Sub-Saharan Africa,114.0,4.29199981689453,1.2720308303833,22.05179233074188,0.0960980430245399,0.136957004666328,0.201870024204254,6.476137073735986,2017
331,Mauritius,Sub-Saharan Africa,58.0,5.62900018692017,1.20956099033356,49.30521666526797,0.491247326135635,0.0421815551817417,0.360933750867844,7.082040923239464,2017
298,Mexico,Latin America and Caribbean,25.0,6.57800006866455,1.210862159729,54.86717694282533,0.412730008363724,0.132774114608765,0.120990432798862,7.05114872195978,2017
325,Moldova,Commonwealth of Independent States,51.0,5.83799982070923,1.25182557106018,45.55387072563168,0.240729048848152,0.0100912861526012,0.208779126405716,6.5928672996212745,2017
362,Mongolia,East Asia,89.0,4.95499992370605,1.4930112361908,43.10550767898557,0.394143968820572,0.0329022891819477,0.338464230298996,6.935599860935783,2017
348,Montenegro,Central and Eastern Europe,75.0,5.23699998855591,1.23837649822235,51.58166996955875,0.194989055395126,0.0881741940975189,0.197911024093628,7.022983084772811,2017
349,Morocco,Middle East and North Africa,76.0,5.2350001335144,0.774864435195923,46.19108050346375,0.408158332109451,0.0877631828188896,0.0322099551558495,6.778915243123963,2017
375,Mozambique,Sub-Saharan Africa,104.0,4.55000019073486,0.870701014995575,8.242254767417872,0.480791091918945,0.179436385631561,0.322228103876114,5.460885307326906,2017
376,Myanmar,Southeast Asia,105.0,4.54500007629395,1.12323594093323,30.7205441093445,0.514492034912109,0.188816204667091,0.838075160980225,5.908383301760692,2017
373,Namibia,Sub-Saharan Africa,102.0,4.57399988174438,1.0984708070755,26.16792078495027,0.520303547382355,0.0931469723582268,0.0771337449550629,6.872578078524519,2017
361,Nepal,South Asia,88.0,4.96199989318848,1.17928326129913,38.95922673225404,0.440305948257446,0.0729755461215973,0.394096165895462,6.17549337872062,2017
279,Netherlands,Western Europe,6.0,7.3769998550415,1.42893922328949,62.65059654235844,0.585384488105774,0.282661825418472,0.470489829778671,7.316511389390858,2017
281,New Zealand,North America and ANZ,8.0,7.31400012969971,1.54819512367249,63.11919004440307,0.614062130451202,0.382816702127457,0.500005125999451,7.249006114186966,2017
313,Nicaragua,Latin America and Caribbean,40.0,6.07100009918213,1.28721570968628,50.47125583648678,0.447551846504211,0.130687981843948,0.301674216985703,6.604349167739577,2017
396,Niger,Sub-Saharan Africa,126.0,4.02799987792969,0.993025004863739,20.75006694316866,0.36365869641304,0.138572946190834,0.228673845529556,5.093292002341257,2017
358,Nigeria,Sub-Saharan Africa,84.0,5.07399988174438,1.21577048301697,4.398447632789611,0.394952565431595,0.0261215660721064,0.230947196483612,6.66537316778779,2017
356,North Macedonia,Central and Eastern Europe,83.0,5.17500019073486,1.20789301395416,49.841595697402965,0.325905978679657,0.0602777935564518,0.25376096367836,6.971272594922906,2017
274,Norway,Western Europe,1.0,7.53700017929077,1.53352355957031,61.56638734817508,0.635422587394714,0.315963834524155,0.36201223731041,7.388614265285539,2017
345,Pakistan,South Asia,72.0,5.26900005340576,0.672690689563751,31.07025268077852,0.23521526157856,0.124348066747189,0.315446019172668,6.590141049981115,2017
303,Panama,Latin America and Caribbean,30.0,6.4520001411438,1.37319254875183,54.571746082305935,0.550026834011078,0.070983923971653,0.21055693924427,7.118622532745803,2017
335,Paraguay,Latin America and Caribbean,62.0,5.49300003051758,1.50728487968445,44.7644935798645,0.473507791757584,0.091065913438797,0.224150657653809,6.8389809378399775,2017
330,Peru,Latin America and Caribbean,57.0,5.71500015258789,1.21877038478851,48.69923724174496,0.450002878904343,0.0470490865409374,0.126819714903831,6.9433398433697535,2017
337,Philippines,Southeast Asia,64.0,5.42999982833862,1.25391757488251,36.16773974418639,0.585214674472809,0.0993318930268288,0.193513423204422,6.755418703985393,2017
316,Poland,Central and Eastern Europe,43.0,5.97300004959106,1.44571197032928,54.05545489311218,0.520342111587524,0.0593078061938286,0.158465966582298,7.164556299401063,2017
353,Portugal,Western Europe,80.0,5.19500017166138,1.36704301834106,61.50278889656068,0.498465299606323,0.0158694516867399,0.0951027125120163,7.182485305807948,2017
326,Romania,Central and Eastern Europe,53.0,5.82499980926514,1.15009129047394,52.94903437614439,0.457003742456436,0.00438790069893,0.133519917726517,7.105526794235423,2017
319,Russia,Commonwealth of Independent States,46.0,5.96299982070923,1.46928238868713,42.29915651321414,0.373783111572266,0.0329628810286522,0.0522638224065304,7.156783393423709,2017
309,Saudi Arabia,Middle East and North Africa,36.0,6.3439998626709,1.28667759895325,45.6066629219055,0.449750572443008,0.27343225479126,0.147616013884544,7.334083598946492,2017
377,Senegal,Sub-Saharan Africa,106.0,4.53499984741211,1.17969191074371,31.63556124687197,0.377922266721725,0.115460447967052,0.183468893170357,6.174429693475823,2017
338,Serbia,Central and Eastern Europe,65.0,5.39499998092651,1.25818979740143,50.29263939857482,0.208715528249741,0.0409037806093693,0.220125883817673,6.975710686474161,2017
368,Sierra Leone,Sub-Saharan Africa,97.0,4.70900011062622,0.984136044979095,0.4300441811978803,0.318697690963745,0.0710951760411263,0.293040901422501,5.911936722133883,2017
299,Singapore,Southeast Asia,26.0,6.57200002670288,1.35381436347961,73.3767722797394,0.549840569496155,0.46430778503418,0.345965981483459,7.434421379261729,2017
310,Slovakia,Central and Eastern Europe,37.0,6.09800004959106,1.50505924224854,55.079999370574924,0.295817464590073,0.0242108516395092,0.136544480919838,7.190218927273728,2017
329,Slovenia,Central and Eastern Europe,56.0,5.75799989700317,1.45251882076263,61.11520545959471,0.572575807571411,0.0451289787888527,0.242649093270302,7.202069774125936,2017
363,South Africa,Sub-Saharan Africa,91.0,4.8289999961853,1.38478863239288,14.457547838687884,0.479246735572815,0.0725094974040985,0.139362379908562,6.961958106958353,2017
324,South Korea,East Asia,51.0,5.83799982070923,1.12827444076538,69.56854379653929,0.257921665906906,0.0632826685905457,0.206674367189407,7.24613886135703,2017
307,Spain,Western Europe,34.0,6.40299987792969,1.53209090232849,68.69887516021728,0.408781230449677,0.0709140971302986,0.190133571624756,7.233742644041005,2017
382,Sri Lanka,South Asia,111.0,4.44000005722046,1.25997638702393,48.31011071205139,0.561213254928589,0.0736539661884308,0.490863561630249,6.91854698289684,2017
365,State of Palestine,Middle East and North Africa,94.0,4.77500009536743,1.15564715862274,43.71474371910097,0.25471106171608,0.0892826020717621,0.114173173904419,6.575423377863758,2017
282,Sweden,Western Europe,9.0,7.28399991989136,1.47816216945648,64.21003223419193,0.612924098968506,0.384398728609085,0.385399252176285,7.310140495101784,2017
277,Switzerland,Western Europe,4.0,7.49399995803833,1.51691174507141,66.316386051178,0.620070576667786,0.367007285356522,0.290549278259277,7.356266819774999,2017
306,Taiwan Province of China,East Asia,33.0,6.42199993133545,1.38456535339355,61.359101629257175,0.361466586589813,0.0638292357325554,0.258360475301743,7.268659838261745,2017
359,Tajikistan,Commonwealth of Independent States,86.0,5.04099988937378,1.27146327495575,40.89929042816165,0.471566706895828,0.146377146244049,0.248997643589973,6.264756645180944,2017
407,Tanzania,Sub-Saharan Africa,137.0,3.34899997711182,1.04198980331421,28.169277505874604,0.390017777681351,0.0660351067781448,0.354256361722946,6.238589972993229,2017
305,Thailand,Southeast Asia,32.0,6.42399978637695,1.42579245567322,50.01863219261168,0.580200731754303,0.0316127352416515,0.572123110294342,7.028971323162797,2017
406,Togo,Sub-Saharan Africa,136.0,3.49499988555908,0.431882530450821,19.096318345069918,0.38042613863945,0.0956650152802467,0.196896150708199,5.725037371758126,2017
364,Tunisia,Middle East and North Africa,93.0,4.80499982833862,0.868351459503174,47.38902714729311,0.289680689573288,0.0867231488227844,0.0496933571994305,6.915987110494589,2017
334,Turkiye,Middle East and North Africa,61.0,5.5,1.33775317668915,49.27416134834289,0.300740599632263,0.0996715798974037,0.0466930419206619,7.089471964551855,2017
394,Uganda,Sub-Saharan Africa,124.0,4.08099985122681,1.12982773780823,16.818647840023047,0.443185955286026,0.057069718837738,0.325766056776047,5.946547500447632,2017
393,Ukraine,Commonwealth of Independent States,123.0,4.09600019454956,1.39453756809235,44.50585741996768,0.122974775731564,0.0230294708162546,0.270061463117599,6.797551888184919,2017
294,United Arab Emirates,Middle East and North Africa,21.0,6.64799976348877,1.26641023159027,56.166967706680325,0.60834527015686,0.324489563703537,0.3609419465065,7.394704129502945,2017
292,United Kingdom,Western Europe,19.0,6.71400022506714,1.49646008014679,62.23636136054989,0.508190035820007,0.265428066253662,0.492774158716202,7.274225846579901,2017
